sample,condition
ENSG00000212571,tumor
ENSG00000101336,tumor
ENSG00000101337,tumor
ENSG00000275576,tumor
ENSG00000224452,tumor
ENSG00000235217,tumor
ENSG00000126003,tumor
ENSG00000101346,tumor
ENSG00000284125,tumor
ENSG00000287850,tumor
ENSG00000101350,tumor
ENSG00000277692,tumor
ENSG00000171456,tumor
ENSG00000197183,tumor
ENSG00000236772,tumor
ENSG00000286311,tumor
ENSG00000277301,tumor
ENSG00000233293,tumor
ENSG00000204393,tumor
ENSG00000228156,tumor
ENSG00000198547,tumor
ENSG00000285382,tumor
ENSG00000175730,tumor
ENSG00000149600,tumor
ENSG00000088305,tumor
ENSG00000101367,tumor
ENSG00000260536,tumor
ENSG00000260257,tumor
ENSG00000215529,tumor
ENSG00000167098,tumor
ENSG00000078898,tumor
ENSG00000167104,tumor
ENSG00000214245,tumor
ENSG00000186190,tumor
ENSG00000186191,tumor
ENSG00000131050,tumor
ENSG00000237662,tumor
ENSG00000290942,tumor
ENSG00000183566,tumor
ENSG00000224876,tumor
ENSG00000131059,tumor
ENSG00000198183,tumor
ENSG00000233106,tumor
ENSG00000125999,tumor
ENSG00000233146,tumor
ENSG00000125997,tumor
ENSG00000101391,tumor
ENSG00000288878,tumor
ENSG00000101400,tumor
ENSG00000078699,tumor
ENSG00000275223,tumor
ENSG00000125967,tumor
ENSG00000149609,tumor
ENSG00000288649,tumor
ENSG00000271803,tumor
ENSG00000101412,tumor
ENSG00000101417,tumor
ENSG00000229188,tumor
ENSG00000131061,tumor
ENSG00000230837,tumor
ENSG00000230753,tumor
ENSG00000101421,tumor
ENSG00000214200,tumor
ENSG00000228958,tumor
ENSG00000285230,tumor
ENSG00000125970,tumor
ENSG00000228386,tumor
ENSG00000264616,tumor
ENSG00000125977,tumor
ENSG00000225246,tumor
ENSG00000287853,tumor
ENSG00000101440,tumor
ENSG00000214185,tumor
ENSG00000250917,tumor
ENSG00000236456,tumor
ENSG00000101444,tumor
ENSG00000272945,tumor
ENSG00000234087,tumor
ENSG00000078747,tumor
ENSG00000289720,tumor
ENSG00000201498,tumor
ENSG00000234933,tumor
ENSG00000236388,tumor
ENSG00000231795,tumor
ENSG00000207997,tumor
ENSG00000181741,tumor
ENSG00000277558,tumor
ENSG00000125971,tumor
ENSG00000206582,tumor
ENSG00000101460,tumor
ENSG00000101464,tumor
ENSG00000231034,tumor
ENSG00000198646,tumor
ENSG00000078804,tumor
ENSG00000286803,tumor
ENSG00000225336,tumor
ENSG00000131067,tumor
ENSG00000131069,tumor
ENSG00000100983,tumor
ENSG00000078814,tumor
ENSG00000207635,tumor
ENSG00000283441,tumor
ENSG00000100991,tumor
ENSG00000202150,tumor
ENSG00000088298,tumor
ENSG00000201151,tumor
ENSG00000101000,tumor
ENSG00000278367,tumor
ENSG00000200301,tumor
ENSG00000126005,tumor
ENSG00000229230,tumor
ENSG00000125966,tumor
ENSG00000279253,tumor
ENSG00000261582,tumor
ENSG00000242372,tumor
ENSG00000235214,tumor
ENSG00000125998,tumor
ENSG00000101019,tumor
ENSG00000204183,tumor
ENSG00000125965,tumor
ENSG00000221763,tumor
ENSG00000126001,tumor
ENSG00000230155,tumor
ENSG00000290934,tumor
ENSG00000242507,tumor
ENSG00000125975,tumor
ENSG00000125991,tumor
ENSG00000224497,tumor
ENSG00000088340,tumor
ENSG00000227401,tumor
ENSG00000061656,tumor
ENSG00000214078,tumor
ENSG00000272897,tumor
ENSG00000222460,tumor
ENSG00000252549,tumor
ENSG00000244462,tumor
ENSG00000244005,tumor
ENSG00000125995,tumor
ENSG00000131051,tumor
ENSG00000289872,tumor
ENSG00000225357,tumor
ENSG00000283527,tumor
ENSG00000025293,tumor
ENSG00000234274,tumor
ENSG00000199676,tumor
ENSG00000219608,tumor
ENSG00000201221,tumor
ENSG00000207053,tumor
ENSG00000171222,tumor
ENSG00000149646,tumor
ENSG00000260032,tumor
ENSG00000234139,tumor
ENSG00000277235,tumor
ENSG00000231470,tumor
ENSG00000237063,tumor
ENSG00000088367,tumor
ENSG00000232406,tumor
ENSG00000278035,tumor
ENSG00000131043,tumor
ENSG00000080845,tumor
ENSG00000232907,tumor
ENSG00000101335,tumor
ENSG00000273986,tumor
ENSG00000118707,tumor
ENSG00000259399,tumor
ENSG00000101084,tumor
ENSG00000101082,tumor
ENSG00000227688,tumor
ENSG00000101079,tumor
ENSG00000202255,tumor
ENSG00000289373,tumor
ENSG00000149636,tumor
ENSG00000149639,tumor
ENSG00000242509,tumor
ENSG00000101342,tumor
ENSG00000101347,tumor
ENSG00000080839,tumor
ENSG00000231241,tumor
ENSG00000226144,tumor
ENSG00000269846,tumor
ENSG00000101353,tumor
ENSG00000236159,tumor
ENSG00000118705,tumor
ENSG00000118702,tumor
ENSG00000101363,tumor
ENSG00000286240,tumor
ENSG00000197122,tumor
ENSG00000213979,tumor
ENSG00000166619,tumor
ENSG00000053438,tumor
ENSG00000276603,tumor
ENSG00000235044,tumor
ENSG00000274469,tumor
ENSG00000228234,tumor
ENSG00000225759,tumor
ENSG00000204117,tumor
ENSG00000132792,tumor
ENSG00000132821,tumor
ENSG00000199683,tumor
ENSG00000101407,tumor
ENSG00000101413,tumor
ENSG00000264767,tumor
ENSG00000277550,tumor
ENSG00000198959,tumor
ENSG00000149633,tumor
ENSG00000277829,tumor
ENSG00000285144,tumor
ENSG00000285347,tumor
ENSG00000285100,tumor
ENSG00000206249,tumor
ENSG00000101425,tumor
ENSG00000129988,tumor
ENSG00000275285,tumor
ENSG00000224635,tumor
ENSG00000275401,tumor
ENSG00000196756,tumor
ENSG00000277034,tumor
ENSG00000235408,tumor
ENSG00000225091,tumor
ENSG00000201512,tumor
ENSG00000200354,tumor
ENSG00000201811,tumor
ENSG00000174365,tumor
ENSG00000274309,tumor
ENSG00000199266,tumor
ENSG00000170471,tumor
ENSG00000275453,tumor
ENSG00000231307,tumor
ENSG00000182035,tumor
ENSG00000289012,tumor
ENSG00000124143,tumor
ENSG00000213959,tumor
ENSG00000277965,tumor
ENSG00000101438,tumor
ENSG00000101442,tumor
ENSG00000199691,tumor
ENSG00000101445,tumor
ENSG00000240474,tumor
ENSG00000101447,tumor
ENSG00000274825,tumor
ENSG00000261431,tumor
ENSG00000101452,tumor
ENSG00000277581,tumor
ENSG00000223864,tumor
ENSG00000230324,tumor
ENSG00000287983,tumor
ENSG00000224357,tumor
ENSG00000275337,tumor
ENSG00000286083,tumor
ENSG00000229976,tumor
ENSG00000234878,tumor
ENSG00000237767,tumor
ENSG00000233415,tumor
ENSG00000223410,tumor
ENSG00000204103,tumor
ENSG00000229771,tumor
ENSG00000286972,tumor
ENSG00000238908,tumor
ENSG00000222612,tumor
ENSG00000198900,tumor
ENSG00000226648,tumor
ENSG00000124181,tumor
ENSG00000276169,tumor
ENSG00000174306,tumor
ENSG00000272407,tumor
ENSG00000242748,tumor
ENSG00000263989,tumor
ENSG00000235102,tumor
ENSG00000132793,tumor
ENSG00000183798,tumor
ENSG00000229398,tumor
ENSG00000124177,tumor
ENSG00000235088,tumor
ENSG00000273951,tumor
ENSG00000232493,tumor
ENSG00000288843,tumor
ENSG00000252386,tumor
ENSG00000212224,tumor
ENSG00000225458,tumor
ENSG00000223651,tumor
ENSG00000228959,tumor
ENSG00000196090,tumor
ENSG00000229892,tumor
ENSG00000229042,tumor
ENSG00000227599,tumor
ENSG00000223190,tumor
ENSG00000233508,tumor
ENSG00000240639,tumor
ENSG00000226038,tumor
ENSG00000252193,tumor
ENSG00000237555,tumor
ENSG00000201021,tumor
ENSG00000233711,tumor
ENSG00000206998,tumor
ENSG00000124193,tumor
ENSG00000288000,tumor
ENSG00000201372,tumor
ENSG00000185513,tumor
ENSG00000234271,tumor
ENSG00000277611,tumor
ENSG00000226143,tumor
ENSG00000101049,tumor
ENSG00000282876,tumor
ENSG00000101052,tumor
ENSG00000215467,tumor
ENSG00000101057,tumor
ENSG00000124196,tumor
ENSG00000206801,tumor
ENSG00000233277,tumor
ENSG00000124191,tumor
ENSG00000241229,tumor
ENSG00000149596,tumor
ENSG00000287570,tumor
ENSG00000132823,tumor
ENSG00000223891,tumor
ENSG00000124194,tumor
ENSG00000197296,tumor
ENSG00000101074,tumor
ENSG00000201363,tumor
ENSG00000226812,tumor
ENSG00000101076,tumor
ENSG00000229005,tumor
ENSG00000233376,tumor
ENSG00000266151,tumor
ENSG00000168746,tumor
ENSG00000226243,tumor
ENSG00000124120,tumor
ENSG00000132824,tumor
ENSG00000168734,tumor
ENSG00000196839,tumor
ENSG00000283440,tumor
ENSG00000132832,tumor
ENSG00000244558,tumor
ENSG00000064205,tumor
ENSG00000124249,tumor
ENSG00000276223,tumor
ENSG00000101098,tumor
ENSG00000277708,tumor
ENSG00000286100,tumor
ENSG00000166913,tumor
ENSG00000101104,tumor
ENSG00000025772,tumor
ENSG00000227477,tumor
ENSG00000101109,tumor
ENSG00000252021,tumor
ENSG00000124134,tumor
ENSG00000175121,tumor
ENSG00000168703,tumor
ENSG00000291000,tumor
ENSG00000283142,tumor
ENSG00000124102,tumor
ENSG00000289172,tumor
ENSG00000124233,tumor
ENSG00000124157,tumor
ENSG00000233352,tumor
ENSG00000290777,tumor
ENSG00000243995,tumor
ENSG00000124107,tumor
ENSG00000124159,tumor
ENSG00000124232,tumor
ENSG00000124145,tumor
ENSG00000275894,tumor
ENSG00000204070,tumor
ENSG00000254806,tumor
ENSG00000124251,tumor
ENSG00000232880,tumor
ENSG00000244274,tumor
ENSG00000124155,tumor
ENSG00000273555,tumor
ENSG00000277022,tumor
ENSG00000101443,tumor
ENSG00000237464,tumor
ENSG00000237068,tumor
ENSG00000101446,tumor
ENSG00000243543,tumor
ENSG00000249139,tumor
ENSG00000291238,tumor
ENSG00000232135,tumor
ENSG00000229900,tumor
ENSG00000101448,tumor
ENSG00000158901,tumor
ENSG00000201923,tumor
ENSG00000230860,tumor
ENSG00000180205,tumor
ENSG00000180305,tumor
ENSG00000235508,tumor
ENSG00000180083,tumor
ENSG00000182931,tumor
ENSG00000168634,tumor
ENSG00000266071,tumor
ENSG00000149651,tumor
ENSG00000226188,tumor
ENSG00000124116,tumor
ENSG00000168630,tumor
ENSG00000221046,tumor
ENSG00000101457,tumor
ENSG00000175063,tumor
ENSG00000101470,tumor
ENSG00000124104,tumor
ENSG00000101473,tumor
ENSG00000277051,tumor
ENSG00000132801,tumor
ENSG00000168612,tumor
ENSG00000149634,tumor
ENSG00000124257,tumor
ENSG00000064601,tumor
ENSG00000271984,tumor
ENSG00000100979,tumor
ENSG00000285796,tumor
ENSG00000100982,tumor
ENSG00000198026,tumor
ENSG00000235525,tumor
ENSG00000100985,tumor
ENSG00000204044,tumor
ENSG00000124140,tumor
ENSG00000124160,tumor
ENSG00000213820,tumor
ENSG00000101017,tumor
ENSG00000229957,tumor
ENSG00000149654,tumor
ENSG00000080189,tumor
ENSG00000273828,tumor
ENSG00000062598,tumor
ENSG00000215452,tumor
ENSG00000283757,tumor
ENSG00000225849,tumor
ENSG00000184617,tumor
ENSG00000198185,tumor
ENSG00000149635,tumor
ENSG00000158296,tumor
ENSG00000273893,tumor
ENSG00000172315,tumor
ENSG00000271784,tumor
ENSG00000197496,tumor
ENSG00000222874,tumor
ENSG00000235922,tumor
ENSG00000064655,tumor
ENSG00000236028,tumor
ENSG00000226769,tumor
ENSG00000239783,tumor
ENSG00000215450,tumor
ENSG00000264901,tumor
ENSG00000101040,tumor
ENSG00000267882,tumor
ENSG00000273451,tumor
ENSG00000231119,tumor
ENSG00000289329,tumor
ENSG00000289848,tumor
ENSG00000289895,tumor
ENSG00000224565,tumor
ENSG00000234075,tumor
ENSG00000202186,tumor
ENSG00000201742,tumor
ENSG00000124151,tumor
ENSG00000229853,tumor
ENSG00000196562,tumor
ENSG00000255438,tumor
ENSG00000238950,tumor
ENSG00000215448,tumor
ENSG00000251770,tumor
ENSG00000238785,tumor
ENSG00000234967,tumor
ENSG00000228503,tumor
ENSG00000287443,tumor
ENSG00000237423,tumor
ENSG00000229522,tumor
ENSG00000286179,tumor
ENSG00000287335,tumor
ENSG00000276923,tumor
ENSG00000287107,tumor
ENSG00000289072,tumor
ENSG00000288083,tumor
ENSG00000286063,tumor
ENSG00000235621,tumor
ENSG00000236874,tumor
ENSG00000274261,tumor
ENSG00000281365,tumor
ENSG00000281460,tumor
ENSG00000238452,tumor
ENSG00000124126,tumor
ENSG00000286159,tumor
ENSG00000278231,tumor
ENSG00000124198,tumor
ENSG00000230758,tumor
ENSG00000227431,tumor
ENSG00000124207,tumor
ENSG00000124214,tumor
ENSG00000226284,tumor
ENSG00000124228,tumor
ENSG00000124201,tumor
ENSG00000177410,tumor
ENSG00000277830,tumor
ENSG00000209042,tumor
ENSG00000274760,tumor
ENSG00000222365,tumor
ENSG00000277967,tumor
ENSG00000212304,tumor
ENSG00000158445,tumor
ENSG00000283529,tumor
ENSG00000290421,tumor
ENSG00000124212,tumor
ENSG00000158470,tumor
ENSG00000276031,tumor
ENSG00000231878,tumor
ENSG00000252540,tumor
ENSG00000197818,tumor
ENSG00000237788,tumor
ENSG00000158480,tumor
ENSG00000199490,tumor
ENSG00000269103,tumor
ENSG00000124226,tumor
ENSG00000229222,tumor
ENSG00000206710,tumor
ENSG00000124216,tumor
ENSG00000231265,tumor
ENSG00000244687,tumor
ENSG00000124208,tumor
ENSG00000240849,tumor
ENSG00000237595,tumor
ENSG00000234698,tumor
ENSG00000231742,tumor
ENSG00000277449,tumor
ENSG00000172216,tumor
ENSG00000224397,tumor
ENSG00000203999,tumor
ENSG00000233077,tumor
ENSG00000244376,tumor
ENSG00000231715,tumor
ENSG00000196396,tumor
ENSG00000239742,tumor
ENSG00000201501,tumor
ENSG00000232043,tumor
ENSG00000208018,tumor
ENSG00000042062,tumor
ENSG00000221091,tumor
ENSG00000231302,tumor
ENSG00000234693,tumor
ENSG00000124171,tumor
ENSG00000124243,tumor
ENSG00000230043,tumor
ENSG00000101126,tumor
ENSG00000228663,tumor
ENSG00000259456,tumor
ENSG00000000419,tumor
ENSG00000124217,tumor
ENSG00000232358,tumor
ENSG00000026559,tumor
ENSG00000279835,tumor
ENSG00000228820,tumor
ENSG00000101096,tumor
ENSG00000266761,tumor
ENSG00000054793,tumor
ENSG00000215444,tumor
ENSG00000101115,tumor
ENSG00000227964,tumor
ENSG00000252467,tumor
ENSG00000252654,tumor
ENSG00000020256,tumor
ENSG00000287511,tumor
ENSG00000233347,tumor
ENSG00000234948,tumor
ENSG00000225785,tumor
ENSG00000275958,tumor
ENSG00000232465,tumor
ENSG00000234821,tumor
ENSG00000232294,tumor
ENSG00000286250,tumor
ENSG00000232286,tumor
ENSG00000230636,tumor
ENSG00000182463,tumor
ENSG00000199218,tumor
ENSG00000286865,tumor
ENSG00000223492,tumor
ENSG00000227705,tumor
ENSG00000271774,tumor
ENSG00000231703,tumor
ENSG00000224530,tumor
ENSG00000259723,tumor
ENSG00000206959,tumor
ENSG00000197670,tumor
ENSG00000171940,tumor
ENSG00000235415,tumor
ENSG00000238468,tumor
ENSG00000287886,tumor
ENSG00000225563,tumor
ENSG00000241721,tumor
ENSG00000064787,tumor
ENSG00000236352,tumor
ENSG00000265595,tumor
ENSG00000019186,tumor
ENSG00000286587,tumor
ENSG00000101132,tumor
ENSG00000286229,tumor
ENSG00000101134,tumor
ENSG00000252089,tumor
ENSG00000185834,tumor
ENSG00000235166,tumor
ENSG00000224008,tumor
ENSG00000275923,tumor
ENSG00000287478,tumor
ENSG00000286006,tumor
ENSG00000054803,tumor
ENSG00000222118,tumor
ENSG00000124089,tumor
ENSG00000235594,tumor
ENSG00000230843,tumor
ENSG00000124098,tumor
ENSG00000087586,tumor
ENSG00000101138,tumor
ENSG00000087589,tumor
ENSG00000228601,tumor
ENSG00000022277,tumor
ENSG00000124091,tumor
ENSG00000124103,tumor
ENSG00000280387,tumor
ENSG00000213714,tumor
ENSG00000287079,tumor
ENSG00000225657,tumor
ENSG00000214541,tumor
ENSG00000289199,tumor
ENSG00000087510,tumor
ENSG00000252091,tumor
ENSG00000241821,tumor
ENSG00000237000,tumor
ENSG00000231604,tumor
ENSG00000207158,tumor
ENSG00000231078,tumor
ENSG00000203266,tumor
ENSG00000288086,tumor
ENSG00000288946,tumor
ENSG00000280220,tumor
ENSG00000290004,tumor
ENSG00000101144,tumor
ENSG00000235032,tumor
ENSG00000226308,tumor
ENSG00000252064,tumor
ENSG00000266666,tumor
ENSG00000231005,tumor
ENSG00000054796,tumor
ENSG00000101146,tumor
ENSG00000228995,tumor
ENSG00000218018,tumor
ENSG00000132819,tumor
ENSG00000286052,tumor
ENSG00000124097,tumor
ENSG00000124092,tumor
ENSG00000124253,tumor
ENSG00000227297,tumor
ENSG00000124256,tumor
ENSG00000124225,tumor
ENSG00000278709,tumor
ENSG00000263453,tumor
ENSG00000203971,tumor
ENSG00000275852,tumor
ENSG00000225708,tumor
ENSG00000270411,tumor
ENSG00000124237,tumor
ENSG00000124227,tumor
ENSG00000291067,tumor
ENSG00000124224,tumor
ENSG00000124209,tumor
ENSG00000124164,tumor
ENSG00000198768,tumor
ENSG00000231290,tumor
ENSG00000254620,tumor
ENSG00000268941,tumor
ENSG00000124222,tumor
ENSG00000254995,tumor
ENSG00000215440,tumor
ENSG00000254419,tumor
ENSG00000237121,tumor
ENSG00000270279,tumor
ENSG00000268649,tumor
ENSG00000284040,tumor
ENSG00000216031,tumor
ENSG00000235590,tumor
ENSG00000268333,tumor
ENSG00000087460,tumor
ENSG00000276859,tumor
ENSG00000276722,tumor
ENSG00000274491,tumor
ENSG00000275069,tumor
ENSG00000225806,tumor
ENSG00000270951,tumor
ENSG00000285091,tumor
ENSG00000284985,tumor
ENSG00000101158,tumor
ENSG00000101160,tumor
ENSG00000101162,tumor
ENSG00000124172,tumor
ENSG00000289837,tumor
ENSG00000101166,tumor
ENSG00000232925,tumor
ENSG00000124203,tumor
ENSG00000124205,tumor
ENSG00000225129,tumor
ENSG00000230352,tumor
ENSG00000286309,tumor
ENSG00000233686,tumor
ENSG00000287752,tumor
ENSG00000227282,tumor
ENSG00000087495,tumor
ENSG00000238194,tumor
ENSG00000238777,tumor
ENSG00000196074,tumor
ENSG00000196227,tumor
ENSG00000132825,tumor
ENSG00000124215,tumor
ENSG00000176659,tumor
ENSG00000276093,tumor
ENSG00000228340,tumor
ENSG00000207802,tumor
ENSG00000229690,tumor
ENSG00000266140,tumor
ENSG00000265617,tumor
ENSG00000276627,tumor
ENSG00000261035,tumor
ENSG00000229755,tumor
ENSG00000229606,tumor
ENSG00000289577,tumor
ENSG00000179242,tumor
ENSG00000286232,tumor
ENSG00000276786,tumor
ENSG00000277270,tumor
ENSG00000179253,tumor
ENSG00000225106,tumor
ENSG00000130699,tumor
ENSG00000284193,tumor
ENSG00000235018,tumor
ENSG00000265306,tumor
ENSG00000283078,tumor
ENSG00000289236,tumor
ENSG00000149657,tumor
ENSG00000101182,tumor
ENSG00000184402,tumor
ENSG00000289537,tumor
ENSG00000101181,tumor
ENSG00000101180,tumor
ENSG00000130703,tumor
ENSG00000130706,tumor
ENSG00000226332,tumor
ENSG00000130702,tumor
ENSG00000284074,tumor
ENSG00000228812,tumor
ENSG00000273619,tumor
ENSG00000171858,tumor
ENSG00000149679,tumor
ENSG00000275437,tumor
ENSG00000130701,tumor
ENSG00000233017,tumor
ENSG00000130700,tumor
ENSG00000272050,tumor
ENSG00000260542,tumor
ENSG00000289548,tumor
ENSG00000174403,tumor
ENSG00000174407,tumor
ENSG00000199017,tumor
ENSG00000284508,tumor
ENSG00000226094,tumor
ENSG00000264490,tumor
ENSG00000273812,tumor
ENSG00000289634,tumor
ENSG00000232121,tumor
ENSG00000229882,tumor
ENSG00000167046,tumor
ENSG00000101187,tumor
ENSG00000277496,tumor
ENSG00000276317,tumor
ENSG00000232803,tumor
ENSG00000237687,tumor
ENSG00000101188,tumor
ENSG00000223669,tumor
ENSG00000228705,tumor
ENSG00000101189,tumor
ENSG00000229873,tumor
ENSG00000060491,tumor
ENSG00000092758,tumor
ENSG00000101190,tumor
ENSG00000233838,tumor
ENSG00000236527,tumor
ENSG00000101191,tumor
ENSG00000273759,tumor
ENSG00000101193,tumor
ENSG00000101194,tumor
ENSG00000125533,tumor
ENSG00000272259,tumor
ENSG00000125514,tumor
ENSG00000237119,tumor
ENSG00000231133,tumor
ENSG00000274915,tumor
ENSG00000225978,tumor
ENSG00000287324,tumor
ENSG00000260416,tumor
ENSG00000286628,tumor
ENSG00000231977,tumor
ENSG00000207598,tumor
ENSG00000149658,tumor
ENSG00000273821,tumor
ENSG00000101197,tumor
ENSG00000266463,tumor
ENSG00000101198,tumor
ENSG00000275620,tumor
ENSG00000101199,tumor
ENSG00000266104,tumor
ENSG00000101203,tumor
ENSG00000222439,tumor
ENSG00000101204,tumor
ENSG00000203900,tumor
ENSG00000075043,tumor
ENSG00000280936,tumor
ENSG00000226390,tumor
ENSG00000101210,tumor
ENSG00000230226,tumor
ENSG00000125534,tumor
ENSG00000101213,tumor
ENSG00000125508,tumor
ENSG00000275812,tumor
ENSG00000125531,tumor
ENSG00000130589,tumor
ENSG00000101216,tumor
ENSG00000232442,tumor
ENSG00000197457,tumor
ENSG00000258366,tumor
ENSG00000026036,tumor
ENSG00000243509,tumor
ENSG00000101246,tumor
ENSG00000197114,tumor
ENSG00000273154,tumor
ENSG00000274501,tumor
ENSG00000203896,tumor
ENSG00000273047,tumor
ENSG00000125520,tumor
ENSG00000130584,tumor
ENSG00000229299,tumor
ENSG00000231208,tumor
ENSG00000279610,tumor
ENSG00000268858,tumor
ENSG00000183260,tumor
ENSG00000101150,tumor
ENSG00000290226,tumor
ENSG00000101152,tumor
ENSG00000199805,tumor
ENSG00000283206,tumor
ENSG00000216141,tumor
ENSG00000283513,tumor
ENSG00000216195,tumor
ENSG00000275842,tumor
ENSG00000198276,tumor
ENSG00000284433,tumor
ENSG00000207554,tumor
ENSG00000280213,tumor
ENSG00000196700,tumor
ENSG00000130590,tumor
ENSG00000101161,tumor
ENSG00000196421,tumor
ENSG00000203883,tumor
ENSG00000171703,tumor
ENSG00000237371,tumor
ENSG00000171700,tumor
ENSG00000274034,tumor
ENSG00000125510,tumor
ENSG00000171695,tumor
ENSG00000286999,tumor
ENSG00000196132,tumor
ENSG00000125522,tumor
ENSG00000203880,tumor
ENSG00000278171,tumor
ENSG00000232852,tumor
ENSG00000149656,tumor
ENSG00000274727,tumor
ENSG00000279493,tumor
ENSG00000277117,tumor
ENSG00000279687,tumor
ENSG00000289905,tumor
ENSG00000280071,tumor
ENSG00000275464,tumor
ENSG00000280433,tumor
ENSG00000279669,tumor
ENSG00000279094,tumor
ENSG00000274333,tumor
ENSG00000277777,tumor
ENSG00000279186,tumor
ENSG00000279784,tumor
ENSG00000279064,tumor
ENSG00000274559,tumor
ENSG00000280013,tumor
ENSG00000280191,tumor
ENSG00000280179,tumor
ENSG00000275993,tumor
ENSG00000288187,tumor
ENSG00000274790,tumor
ENSG00000275496,tumor
ENSG00000280019,tumor
ENSG00000279709,tumor
ENSG00000278903,tumor
ENSG00000276902,tumor
ENSG00000274276,tumor
ENSG00000275895,tumor
ENSG00000276076,tumor
ENSG00000280145,tumor
ENSG00000278878,tumor
ENSG00000279788,tumor
ENSG00000279728,tumor
ENSG00000280164,tumor
ENSG00000279998,tumor
ENSG00000284550,tumor
ENSG00000280172,tumor
ENSG00000279751,tumor
ENSG00000280018,tumor
ENSG00000279477,tumor
ENSG00000278884,tumor
ENSG00000277067,tumor
ENSG00000274046,tumor
ENSG00000280330,tumor
ENSG00000279303,tumor
ENSG00000279647,tumor
ENSG00000279895,tumor
ENSG00000276077,tumor
ENSG00000274484,tumor
ENSG00000279177,tumor
ENSG00000276546,tumor
ENSG00000277991,tumor
ENSG00000273590,tumor
ENSG00000277277,tumor
ENSG00000278961,tumor
ENSG00000276289,tumor
ENSG00000279967,tumor
ENSG00000278996,tumor
ENSG00000275950,tumor
ENSG00000275664,tumor
ENSG00000275708,tumor
ENSG00000277437,tumor
ENSG00000280800,tumor
ENSG00000278233,tumor
ENSG00000286155,tumor
ENSG00000286252,tumor
ENSG00000286057,tumor
ENSG00000286012,tumor
ENSG00000274060,tumor
ENSG00000277671,tumor
ENSG00000281383,tumor
ENSG00000277739,tumor
ENSG00000280441,tumor
ENSG00000277379,tumor
ENSG00000274868,tumor
ENSG00000280614,tumor
ENSG00000275215,tumor
ENSG00000286267,tumor
ENSG00000286146,tumor
ENSG00000286054,tumor
ENSG00000286178,tumor
ENSG00000275692,tumor
ENSG00000278775,tumor
ENSG00000281181,tumor
ENSG00000278189,tumor
ENSG00000286149,tumor
ENSG00000286032,tumor
ENSG00000286091,tumor
ENSG00000286148,tumor
ENSG00000279990,tumor
ENSG00000279615,tumor
ENSG00000279167,tumor
ENSG00000279579,tumor
ENSG00000286033,tumor
ENSG00000279213,tumor
ENSG00000280243,tumor
ENSG00000278931,tumor
ENSG00000264462,tumor
ENSG00000264063,tumor
ENSG00000279501,tumor
ENSG00000279414,tumor
ENSG00000280436,tumor
ENSG00000291050,tumor
ENSG00000188681,tumor
ENSG00000279720,tumor
ENSG00000279381,tumor
ENSG00000278932,tumor
ENSG00000279718,tumor
ENSG00000279208,tumor
ENSG00000279864,tumor
ENSG00000279211,tumor
ENSG00000286103,tumor
ENSG00000275631,tumor
ENSG00000280081,tumor
ENSG00000279783,tumor
ENSG00000264002,tumor
ENSG00000252199,tumor
ENSG00000279321,tumor
ENSG00000270533,tumor
ENSG00000280372,tumor
ENSG00000279851,tumor
ENSG00000279062,tumor
ENSG00000277693,tumor
ENSG00000275945,tumor
ENSG00000275592,tumor
ENSG00000278106,tumor
ENSG00000290523,tumor
ENSG00000187172,tumor
ENSG00000273840,tumor
ENSG00000274391,tumor
ENSG00000278678,tumor
ENSG00000273872,tumor
ENSG00000276556,tumor
ENSG00000277282,tumor
ENSG00000229306,tumor
ENSG00000290568,tumor
ENSG00000224309,tumor
ENSG00000207097,tumor
ENSG00000168122,tumor
ENSG00000237202,tumor
ENSG00000280108,tumor
ENSG00000185390,tumor
ENSG00000175302,tumor
ENSG00000266211,tumor
ENSG00000226930,tumor
ENSG00000219280,tumor
ENSG00000228159,tumor
ENSG00000228184,tumor
ENSG00000179381,tumor
ENSG00000218549,tumor
ENSG00000166351,tumor
ENSG00000207476,tumor
ENSG00000266299,tumor
ENSG00000278381,tumor
ENSG00000227874,tumor
ENSG00000214319,tumor
ENSG00000279773,tumor
ENSG00000273692,tumor
ENSG00000278618,tumor
ENSG00000229231,tumor
ENSG00000224922,tumor
ENSG00000173231,tumor
ENSG00000232797,tumor
ENSG00000224860,tumor
ENSG00000215562,tumor
ENSG00000234538,tumor
ENSG00000290541,tumor
ENSG00000228314,tumor
ENSG00000230965,tumor
ENSG00000290581,tumor
ENSG00000215559,tumor
ENSG00000203616,tumor
ENSG00000291280,tumor
ENSG00000223287,tumor
ENSG00000183249,tumor
ENSG00000233442,tumor
ENSG00000275170,tumor
ENSG00000224905,tumor
ENSG00000249493,tumor
ENSG00000201812,tumor
ENSG00000277572,tumor
ENSG00000188992,tumor
ENSG00000240755,tumor
ENSG00000185272,tumor
ENSG00000291052,tumor
ENSG00000243064,tumor
ENSG00000155304,tumor
ENSG00000155307,tumor
ENSG00000223662,tumor
ENSG00000232884,tumor
ENSG00000228600,tumor
ENSG00000225502,tumor
ENSG00000235609,tumor
ENSG00000291290,tumor
ENSG00000291291,tumor
ENSG00000281903,tumor
ENSG00000226406,tumor
ENSG00000235277,tumor
ENSG00000180530,tumor
ENSG00000229047,tumor
ENSG00000231201,tumor
ENSG00000279390,tumor
ENSG00000236471,tumor
ENSG00000288536,tumor
ENSG00000288555,tumor
ENSG00000288578,tumor
