sample,condition
ENSG00000203684,normal
ENSG00000181873,normal
ENSG00000162913,normal
ENSG00000154358,normal
ENSG00000269934,normal
ENSG00000270110,normal
ENSG00000286773,normal
ENSG00000287315,normal
ENSG00000270104,normal
ENSG00000154370,normal
ENSG00000270094,normal
ENSG00000284311,normal
ENSG00000231563,normal
ENSG00000162931,normal
ENSG00000168148,normal
ENSG00000181218,normal
ENSG00000230841,normal
ENSG00000196890,normal
ENSG00000266174,normal
ENSG00000181201,normal
ENSG00000279306,normal
ENSG00000168159,normal
ENSG00000215811,normal
ENSG00000202056,normal
ENSG00000251823,normal
ENSG00000199352,normal
ENSG00000201588,normal
ENSG00000199337,normal
ENSG00000200381,normal
ENSG00000199396,normal
ENSG00000200624,normal
ENSG00000202521,normal
ENSG00000200343,normal
ENSG00000201321,normal
ENSG00000199910,normal
ENSG00000199334,normal
ENSG00000199270,normal
ENSG00000202526,normal
ENSG00000201355,normal
ENSG00000201925,normal
ENSG00000202257,normal
ENSG00000200370,normal
ENSG00000212237,normal
ENSG00000183929,normal
ENSG00000206878,normal
ENSG00000234975,normal
ENSG00000116574,normal
ENSG00000271475,normal
ENSG00000271399,normal
ENSG00000282111,normal
ENSG00000229840,normal
ENSG00000236975,normal
ENSG00000233920,normal
ENSG00000177800,normal
ENSG00000177788,normal
ENSG00000168118,normal
ENSG00000237481,normal
ENSG00000154429,normal
ENSG00000252506,normal
ENSG00000288862,normal
ENSG00000252051,normal
ENSG00000230331,normal
ENSG00000143632,normal
ENSG00000290037,normal
ENSG00000069248,normal
ENSG00000226920,normal
ENSG00000223635,normal
ENSG00000135776,normal
ENSG00000199672,normal
ENSG00000201492,normal
ENSG00000229367,normal
ENSG00000135801,normal
ENSG00000135763,normal
ENSG00000213028,normal
ENSG00000225984,normal
ENSG00000227043,normal
ENSG00000228058,normal
ENSG00000143641,normal
ENSG00000227006,normal
ENSG00000224407,normal
ENSG00000177614,normal
ENSG00000282564,normal
ENSG00000232964,normal
ENSG00000235817,normal
ENSG00000135775,normal
ENSG00000135744,normal
ENSG00000244137,normal
ENSG00000135773,normal
ENSG00000202063,normal
ENSG00000225656,normal
ENSG00000119280,normal
ENSG00000223393,normal
ENSG00000288037,normal
ENSG00000287395,normal
ENSG00000240502,normal
ENSG00000143643,normal
ENSG00000173409,normal
ENSG00000182118,normal
ENSG00000283799,normal
ENSG00000227934,normal
ENSG00000229595,normal
ENSG00000119283,normal
ENSG00000235710,normal
ENSG00000143633,normal
ENSG00000116906,normal
ENSG00000222407,normal
ENSG00000116903,normal
ENSG00000010072,normal
ENSG00000287450,normal
ENSG00000135766,normal
ENSG00000287856,normal
ENSG00000223982,normal
ENSG00000233461,normal
ENSG00000116918,normal
ENSG00000270106,normal
ENSG00000229228,normal
ENSG00000162946,normal
ENSG00000222986,normal
ENSG00000286071,normal
ENSG00000274121,normal
ENSG00000226758,normal
ENSG00000235152,normal
ENSG00000236372,normal
ENSG00000224436,normal
ENSG00000242794,normal
ENSG00000116991,normal
ENSG00000238382,normal
ENSG00000225919,normal
ENSG00000236497,normal
ENSG00000212916,normal
ENSG00000206835,normal
ENSG00000286774,normal
ENSG00000232175,normal
ENSG00000135778,normal
ENSG00000135749,normal
ENSG00000231940,normal
ENSG00000251508,normal
ENSG00000143674,normal
ENSG00000252501,normal
ENSG00000287423,normal
ENSG00000289305,normal
ENSG00000135750,normal
ENSG00000265744,normal
ENSG00000286109,normal
ENSG00000225486,normal
ENSG00000286666,normal
ENSG00000287921,normal
ENSG00000183780,normal
ENSG00000236101,normal
ENSG00000233332,normal
ENSG00000231272,normal
ENSG00000236244,normal
ENSG00000232166,normal
ENSG00000264377,normal
ENSG00000235605,normal
ENSG00000236358,normal
ENSG00000273367,normal
ENSG00000231663,normal
ENSG00000168275,normal
ENSG00000059588,normal
ENSG00000231768,normal
ENSG00000288760,normal
ENSG00000286210,normal
ENSG00000287633,normal
ENSG00000230404,normal
ENSG00000212144,normal
ENSG00000289057,normal
ENSG00000168264,normal
ENSG00000228830,normal
ENSG00000224939,normal
ENSG00000272362,normal
ENSG00000228044,normal
ENSG00000241475,normal
ENSG00000230628,normal
ENSG00000282097,normal
ENSG00000227630,normal
ENSG00000279261,normal
ENSG00000289377,normal
ENSG00000286263,normal
ENSG00000201638,normal
ENSG00000239690,normal
ENSG00000237520,normal
ENSG00000238005,normal
ENSG00000258082,normal
ENSG00000280587,normal
ENSG00000233018,normal
ENSG00000273416,normal
ENSG00000173726,normal
ENSG00000207181,normal
ENSG00000188739,normal
ENSG00000054267,normal
ENSG00000289114,normal
ENSG00000263439,normal
ENSG00000236863,normal
ENSG00000152904,normal
ENSG00000285053,normal
ENSG00000227962,normal
ENSG00000230026,normal
ENSG00000285177,normal
ENSG00000284770,normal
ENSG00000229795,normal
ENSG00000162885,normal
ENSG00000238236,normal
ENSG00000235638,normal
ENSG00000231199,normal
ENSG00000226663,normal
ENSG00000231582,normal
ENSG00000232714,normal
ENSG00000235761,normal
ENSG00000168243,normal
ENSG00000270710,normal
ENSG00000227236,normal
ENSG00000143669,normal
ENSG00000235674,normal
ENSG00000229463,normal
ENSG00000222831,normal
ENSG00000206803,normal
ENSG00000237845,normal
ENSG00000229291,normal
ENSG00000116962,normal
ENSG00000252822,normal
ENSG00000235371,normal
ENSG00000286142,normal
ENSG00000077585,normal
ENSG00000086619,normal
ENSG00000222650,normal
ENSG00000237922,normal
ENSG00000186197,normal
ENSG00000244457,normal
ENSG00000116977,normal
ENSG00000223776,normal
ENSG00000273058,normal
ENSG00000230325,normal
ENSG00000119285,normal
ENSG00000077522,normal
ENSG00000116984,normal
ENSG00000226498,normal
ENSG00000237991,normal
ENSG00000244020,normal
ENSG00000288099,normal
ENSG00000198626,normal
ENSG00000252396,normal
ENSG00000266262,normal
ENSG00000252290,normal
ENSG00000289628,normal
ENSG00000237250,normal
ENSG00000116996,normal
ENSG00000243781,normal
ENSG00000283174,normal
ENSG00000283166,normal
ENSG00000283377,normal
ENSG00000232154,normal
ENSG00000225723,normal
ENSG00000227860,normal
ENSG00000230019,normal
ENSG00000234464,normal
ENSG00000232989,normal
ENSG00000252371,normal
ENSG00000215808,normal
ENSG00000231877,normal
ENSG00000215149,normal
ENSG00000224783,normal
ENSG00000287177,normal
ENSG00000227854,normal
ENSG00000287589,normal
ENSG00000259776,normal
ENSG00000133019,normal
ENSG00000233355,normal
ENSG00000234601,normal
ENSG00000231979,normal
ENSG00000215805,normal
ENSG00000287102,normal
ENSG00000217327,normal
ENSG00000155816,normal
ENSG00000228818,normal
ENSG00000202041,normal
ENSG00000223694,normal
ENSG00000233735,normal
ENSG00000252317,normal
ENSG00000233519,normal
ENSG00000180875,normal
ENSG00000224359,normal
ENSG00000226014,normal
ENSG00000231440,normal
ENSG00000228844,normal
ENSG00000251750,normal
ENSG00000234872,normal
ENSG00000199241,normal
ENSG00000230015,normal
ENSG00000226919,normal
ENSG00000182901,normal
ENSG00000223963,normal
ENSG00000215802,normal
ENSG00000233615,normal
ENSG00000238085,normal
ENSG00000265831,normal
ENSG00000224348,normal
ENSG00000286496,normal
ENSG00000287516,normal
ENSG00000287738,normal
ENSG00000091483,normal
ENSG00000117009,normal
ENSG00000054277,normal
ENSG00000203668,normal
ENSG00000287513,normal
ENSG00000162843,normal
ENSG00000288723,normal
ENSG00000229022,normal
ENSG00000174371,normal
ENSG00000235990,normal
ENSG00000196289,normal
ENSG00000213026,normal
ENSG00000197769,normal
ENSG00000224625,normal
ENSG00000277099,normal
ENSG00000180287,normal
ENSG00000272865,normal
ENSG00000252084,normal
ENSG00000224525,normal
ENSG00000226750,normal
ENSG00000235467,normal
ENSG00000213690,normal
ENSG00000270859,normal
ENSG00000215800,normal
ENSG00000270818,normal
ENSG00000277704,normal
ENSG00000230199,normal
ENSG00000234116,normal
ENSG00000291216,normal
ENSG00000231512,normal
ENSG00000278455,normal
ENSG00000253326,normal
ENSG00000291217,normal
ENSG00000212230,normal
ENSG00000214837,normal
ENSG00000143702,normal
ENSG00000227230,normal
ENSG00000232085,normal
ENSG00000054282,normal
ENSG00000224727,normal
ENSG00000265201,normal
ENSG00000117020,normal
ENSG00000236031,normal
ENSG00000226766,normal
ENSG00000232184,normal
ENSG00000228939,normal
ENSG00000226828,normal
ENSG00000289055,normal
ENSG00000179456,normal
ENSG00000279774,normal
ENSG00000229960,normal
ENSG00000286486,normal
ENSG00000244066,normal
ENSG00000237759,normal
ENSG00000287531,normal
ENSG00000289439,normal
ENSG00000173728,normal
ENSG00000240963,normal
ENSG00000225401,normal
ENSG00000035687,normal
ENSG00000179397,normal
ENSG00000227735,normal
ENSG00000121644,normal
ENSG00000232059,normal
ENSG00000284188,normal
ENSG00000282317,normal
ENSG00000287601,normal
ENSG00000203667,normal
ENSG00000153187,normal
ENSG00000273175,normal
ENSG00000201758,normal
ENSG00000252073,normal
ENSG00000272195,normal
ENSG00000203666,normal
ENSG00000252282,normal
ENSG00000251754,normal
ENSG00000223353,normal
ENSG00000201170,normal
ENSG00000162849,normal
ENSG00000232192,normal
ENSG00000232793,normal
ENSG00000238224,normal
ENSG00000231612,normal
ENSG00000185420,normal
ENSG00000235096,normal
ENSG00000226876,normal
ENSG00000225222,normal
ENSG00000202184,normal
ENSG00000230184,normal
ENSG00000207326,normal
ENSG00000227728,normal
ENSG00000242042,normal
ENSG00000230813,normal
ENSG00000229112,normal
ENSG00000162851,normal
ENSG00000162852,normal
ENSG00000225300,normal
ENSG00000228955,normal
ENSG00000260698,normal
ENSG00000235021,normal
ENSG00000143653,normal
ENSG00000228879,normal
ENSG00000223519,normal
ENSG00000260855,normal
ENSG00000227953,normal
ENSG00000235386,normal
ENSG00000252011,normal
ENSG00000153207,normal
ENSG00000197472,normal
ENSG00000135747,normal
ENSG00000236775,normal
ENSG00000277462,normal
ENSG00000215796,normal
ENSG00000228982,normal
ENSG00000188295,normal
ENSG00000286747,normal
ENSG00000221953,normal
ENSG00000226164,normal
ENSG00000196418,normal
ENSG00000224014,normal
ENSG00000215795,normal
ENSG00000259865,normal
ENSG00000290124,normal
ENSG00000227671,normal
ENSG00000290683,normal
ENSG00000283881,normal
ENSG00000252516,normal
ENSG00000232347,normal
ENSG00000214144,normal
ENSG00000235818,normal
ENSG00000197617,normal
ENSG00000289566,normal
ENSG00000202079,normal
ENSG00000162714,normal
ENSG00000289234,normal
ENSG00000289728,normal
ENSG00000286216,normal
ENSG00000162711,normal
ENSG00000177535,normal
ENSG00000290684,normal
ENSG00000203664,normal
ENSG00000169224,normal
ENSG00000196242,normal
ENSG00000236817,normal
ENSG00000177489,normal
ENSG00000177476,normal
ENSG00000283369,normal
ENSG00000198452,normal
ENSG00000235749,normal
ENSG00000230411,normal
ENSG00000197437,normal
ENSG00000169214,normal
ENSG00000239395,normal
ENSG00000241128,normal
ENSG00000153230,normal
ENSG00000221888,normal
ENSG00000228336,normal
ENSG00000196772,normal
ENSG00000232908,normal
ENSG00000230576,normal
ENSG00000197591,normal
ENSG00000162722,normal
ENSG00000238243,normal
ENSG00000177462,normal
ENSG00000177275,normal
ENSG00000226191,normal
ENSG00000289367,normal
ENSG00000224830,normal
ENSG00000279263,normal
ENSG00000187080,normal
ENSG00000237492,normal
ENSG00000290612,normal
ENSG00000224227,normal
ENSG00000199442,normal
ENSG00000232215,normal
ENSG00000197454,normal
ENSG00000200085,normal
ENSG00000203663,normal
ENSG00000200982,normal
ENSG00000198128,normal
ENSG00000290608,normal
ENSG00000197067,normal
ENSG00000196071,normal
ENSG00000177233,normal
ENSG00000162727,normal
ENSG00000198601,normal
ENSG00000228198,normal
ENSG00000171180,normal
ENSG00000177212,normal
ENSG00000177201,normal
ENSG00000177186,normal
ENSG00000177174,normal
ENSG00000196944,normal
ENSG00000198104,normal
ENSG00000175143,normal
ENSG00000227152,normal
ENSG00000196240,normal
ENSG00000196539,normal
ENSG00000229255,normal
ENSG00000203661,normal
ENSG00000271934,normal
ENSG00000188558,normal
ENSG00000224521,normal
ENSG00000227102,normal
ENSG00000182783,normal
ENSG00000183310,normal
ENSG00000184022,normal
ENSG00000201602,normal
ENSG00000271701,normal
ENSG00000279301,normal
ENSG00000177151,normal
ENSG00000187701,normal
ENSG00000286015,normal
ENSG00000189181,normal
ENSG00000229703,normal
ENSG00000276520,normal
ENSG00000242529,normal
ENSG00000259823,normal
ENSG00000229663,normal
ENSG00000175137,normal
ENSG00000264500,normal
ENSG00000171161,normal
ENSG00000171163,normal
ENSG00000227237,normal
ENSG00000185220,normal
ENSG00000200495,normal
ENSG00000233084,normal
ENSG00000184731,normal
ENSG00000227061,normal
ENSG00000035115,normal
ENSG00000143727,normal
ENSG00000189292,normal
ENSG00000228643,normal
ENSG00000235779,normal
ENSG00000277997,normal
ENSG00000233684,normal
ENSG00000236856,normal
ENSG00000226277,normal
ENSG00000223985,normal
ENSG00000284452,normal
ENSG00000225942,normal
ENSG00000233633,normal
ENSG00000151353,normal
ENSG00000233296,normal
ENSG00000280360,normal
ENSG00000233970,normal
ENSG00000227713,normal
ENSG00000272342,normal
ENSG00000223751,normal
ENSG00000231173,normal
ENSG00000237667,normal
ENSG00000228799,normal
ENSG00000234796,normal
ENSG00000235688,normal
ENSG00000172554,normal
ENSG00000235403,normal
ENSG00000236665,normal
ENSG00000233553,normal
ENSG00000231482,normal
ENSG00000115705,normal
ENSG00000228613,normal
ENSG00000283766,normal
ENSG00000203635,normal
ENSG00000130508,normal
ENSG00000186487,normal
ENSG00000284600,normal
ENSG00000232057,normal
ENSG00000225619,normal
ENSG00000289941,normal
ENSG00000290112,normal
ENSG00000234929,normal
ENSG00000289608,normal
ENSG00000287583,normal
ENSG00000237720,normal
ENSG00000227364,normal
ENSG00000288786,normal
ENSG00000228391,normal
ENSG00000234423,normal
ENSG00000236760,normal
ENSG00000226649,normal
ENSG00000032389,normal
ENSG00000224885,normal
ENSG00000171853,normal
ENSG00000225234,normal
ENSG00000271868,normal
ENSG00000182551,normal
ENSG00000235078,normal
ENSG00000242282,normal
ENSG00000286905,normal
ENSG00000171865,normal
ENSG00000234171,normal
ENSG00000287126,normal
ENSG00000171863,normal
ENSG00000118004,normal
ENSG00000237370,normal
ENSG00000188765,normal
ENSG00000289136,normal
ENSG00000151360,normal
ENSG00000232718,normal
ENSG00000224661,normal
ENSG00000214866,normal
ENSG00000237401,normal
ENSG00000229550,normal
ENSG00000291325,normal
ENSG00000231821,normal
ENSG00000231532,normal
ENSG00000252238,normal
ENSG00000207192,normal
ENSG00000289300,normal
ENSG00000228585,normal
ENSG00000232835,normal
ENSG00000224128,normal
ENSG00000230090,normal
ENSG00000176887,normal
ENSG00000242540,normal
ENSG00000236106,normal
ENSG00000237266,normal
ENSG00000232044,normal
ENSG00000276733,normal
ENSG00000234275,normal
ENSG00000227007,normal
ENSG00000226488,normal
ENSG00000231610,normal
ENSG00000236172,normal
ENSG00000286851,normal
ENSG00000283394,normal
ENSG00000205837,normal
ENSG00000225964,normal
ENSG00000134326,normal
ENSG00000134321,normal
ENSG00000271947,normal
ENSG00000228203,normal
ENSG00000151692,normal
ENSG00000223884,normal
ENSG00000223145,normal
ENSG00000272002,normal
ENSG00000213774,normal
ENSG00000229727,normal
ENSG00000221255,normal
ENSG00000287119,normal
ENSG00000230515,normal
ENSG00000235576,normal
ENSG00000232979,normal
ENSG00000229405,normal
ENSG00000290050,normal
ENSG00000290092,normal
ENSG00000226506,normal
ENSG00000235665,normal
ENSG00000286857,normal
ENSG00000236790,normal
ENSG00000229740,normal
ENSG00000289191,normal
ENSG00000236008,normal
ENSG00000285591,normal
ENSG00000231083,normal
ENSG00000225642,normal
ENSG00000235092,normal
ENSG00000115738,normal
ENSG00000134313,normal
ENSG00000143797,normal
ENSG00000290023,normal
ENSG00000230886,normal
ENSG00000223640,normal
ENSG00000242136,normal
ENSG00000261104,normal
ENSG00000244310,normal
ENSG00000240980,normal
ENSG00000151693,normal
ENSG00000213772,normal
ENSG00000119185,normal
ENSG00000119203,normal
ENSG00000134330,normal
ENSG00000151694,normal
ENSG00000239300,normal
ENSG00000271855,normal
ENSG00000134308,normal
ENSG00000207086,normal
ENSG00000240687,normal
ENSG00000244260,normal
ENSG00000200034,normal
ENSG00000240960,normal
ENSG00000243491,normal
ENSG00000115750,normal
ENSG00000269973,normal
ENSG00000287305,normal
ENSG00000134317,normal
ENSG00000289033,normal
ENSG00000188525,normal
ENSG00000260476,normal
ENSG00000260077,normal
ENSG00000172059,normal
ENSG00000271787,normal
ENSG00000205795,normal
ENSG00000233502,normal
ENSG00000212558,normal
ENSG00000171848,normal
ENSG00000206647,normal
ENSG00000265418,normal
ENSG00000264030,normal
ENSG00000285872,normal
ENSG00000206898,normal
ENSG00000115756,normal
ENSG00000115758,normal
ENSG00000206633,normal
ENSG00000257135,normal
ENSG00000115761,normal
ENSG00000234818,normal
ENSG00000243819,normal
ENSG00000277446,normal
ENSG00000236162,normal
ENSG00000143882,normal
ENSG00000239053,normal
ENSG00000272275,normal
ENSG00000143870,normal
ENSG00000238962,normal
ENSG00000271952,normal
ENSG00000232056,normal
ENSG00000270488,normal
ENSG00000162975,normal
ENSG00000226080,normal
ENSG00000145063,normal
ENSG00000150873,normal
ENSG00000162976,normal
ENSG00000134318,normal
ENSG00000207267,normal
ENSG00000230154,normal
ENSG00000226961,normal
ENSG00000230952,normal
ENSG00000224177,normal
ENSG00000231403,normal
ENSG00000285569,normal
ENSG00000169016,normal
ENSG00000196208,normal
ENSG00000201610,normal
ENSG00000264010,normal
ENSG00000251718,normal
ENSG00000285626,normal
ENSG00000239899,normal
ENSG00000169006,normal
ENSG00000230044,normal
ENSG00000276411,normal
ENSG00000134324,normal
ENSG00000228496,normal
ENSG00000203643,normal
ENSG00000230790,normal
ENSG00000265056,normal
ENSG00000224184,normal
ENSG00000265172,normal
ENSG00000238503,normal
ENSG00000289856,normal
ENSG00000264089,normal
ENSG00000290030,normal
ENSG00000207183,normal
ENSG00000223360,normal
ENSG00000286427,normal
ENSG00000261117,normal
ENSG00000071575,normal
ENSG00000264370,normal
ENSG00000225649,normal
ENSG00000285876,normal
ENSG00000229370,normal
ENSG00000230448,normal
ENSG00000227718,normal
ENSG00000251859,normal
ENSG00000237261,normal
ENSG00000228505,normal
ENSG00000162981,normal
ENSG00000287291,normal
ENSG00000235127,normal
ENSG00000151779,normal
ENSG00000229087,normal
ENSG00000234022,normal
ENSG00000079785,normal
ENSG00000224194,normal
ENSG00000231031,normal
ENSG00000237326,normal
ENSG00000202160,normal
ENSG00000214657,normal
ENSG00000238371,normal
ENSG00000233718,normal
ENSG00000223850,normal
ENSG00000134323,normal
ENSG00000243541,normal
ENSG00000226764,normal
ENSG00000236289,normal
ENSG00000236989,normal
ENSG00000271315,normal
ENSG00000251704,normal
ENSG00000226041,normal
ENSG00000228876,normal
ENSG00000231266,normal
